YEAR,INDICATOR_NAME,DATA_VALUE,DATA_SOURCE_NAME,DATABASE_NAME,PRODUCT,PRODUCT_DESCRIPTION,INDICATOR_TYPE,CATEGORY,CONTACT,FREQUENCY,AKFIN,ESR,STATUS_TRENDS,INFLUENTIAL_FACTORS,REFERENCE,PRELIMINARY,REPORT_CARD_TITLE,INTENDED_ESP_NAME,SUBMISSION_YEAR,GATE1_YEAR,GATE2_YEAR,REMOVED_YEAR,SIGN,WEIGHT,UNITS,INDICATOR_ORDER,REGION,TIME_START,TIME_END
2017,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,63,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
2016,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,68,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
2015,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,70,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
2014,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,70,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
2013,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,71,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
2012,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,72,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
2011,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,68,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
2010,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,68,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
2009,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,77,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
2008,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,78,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
2007,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,68,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
2006,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,78,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
2005,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,168,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
2004,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,189,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
2003,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,190,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
2002,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,191,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
2001,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,207,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
2000,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,231,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
1999,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,241,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
1998,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,230,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
1997,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,226,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
1996,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,234,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
1995,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,253,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
1994,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,272,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
1993,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,254,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Snow_Crab_Active_Vessels_EBS_Fishery,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery; responsive to vessel-level costs of entry and operation and TAC level,Socioeconomic,Fishery Performance,Brian Garber-Yonts,Annually,Y,Eastern Bering Sea,TBD,TBD,TBD,N,Annual number of active vessels in the snow crab fishery to represent the level of fishing effort assigned to the fishery,BS Snow Crab,2022,2022,NA,NA,1,1,# Vessels,12,Eastern Bering Sea,1/1/1977,12/31/2022
